LocusID,GOterm,GOdesc,Ontology
Solyc01g108210.4.1,GO:0055114,oxidoreductase process,MF
Solyc01g108320.3.1,GO:0055114,oxidoreductase process,MF
Solyc01g108630.3.1,GO:0055114,oxidoreductase process,MF
Solyc01g108670.4.1,GO:0008017,microtubule binding,MF
Solyc01g109110.3.1,GO:0031683,G-protein beta/gamma-subunit complex binding,MF
Solyc01g109140.3.1,GO:0055114,oxidoreductase process,MF
Solyc01g109150.4.1,GO:0055114,oxidoreductase process,MF
Solyc01g109160.4.1,GO:0055114,oxidoreductase process,MF
Solyc01g109300.3.1,GO:0051745,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity,MF
Solyc01g109310.3.1,GO:0016020,membrane,CC
Solyc01g109360.3.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc01g110190.4.1,GO:0008017,microtubule binding,MF
Solyc01g110280.3.1,GO:0016020,membrane,CC
Solyc01g110380.3.1,GO:0008017,microtubule binding,MF
Solyc01g111510.3.1,GO:0055114,oxidoreductase process,MF
Solyc01g111810.3.1,GO:0006412,translation,BP
Solyc01g111990.3.1,GO:0006419,alanyl-tRNA aminoacylation,BP
Solyc01g112090.3.1,GO:0016020,membrane,CC
Solyc01g112100.3.1,GO:0055114,oxidoreductase process,MF
Solyc01g112120.4.1,GO:0055114,oxidoreductase process,MF
Solyc01g112130.5.1,GO:0055114,oxidoreductase process,MF
Solyc01g112140.5.1,GO:0055114,oxidoreductase process,MF
Solyc01g112310.4.1,GO:0055085,transmembrane transport,BP
Solyc02g044040.3.1,GO:0055085,transmembrane transport,BP
Solyc02g011810.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g014540.3.1,GO:0034314,Arp2/3 complex-mediated actin nucleation,BP
Solyc02g014730.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g020960.3.1,GO:0016021,integral component of membrane,CC
Solyc02g021140.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g021400.2.1,GO:0006412,translation,BP
Solyc02g021410.4.1,GO:0055085,transmembrane transport,BP
Solyc02g021480.4.1,GO:0055085,transmembrane transport,BP
Solyc02g021550.3.1,GO:0006413,translational initiation,BP
Solyc02g021770.1.1,GO:0020037,heme binding,MF
Solyc02g022910.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g032100.4.1,GO:0055085,transmembrane transport,BP
Solyc02g032330.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g032660.3.1,GO:0016020,membrane,CC
Solyc02g037530.3.1,GO:0009725,response to hormone,BP
Solyc02g038740.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g061760.4.1,GO:0016020,membrane,CC
Solyc02g062030.1.1,GO:0055114,oxidoreductase process,MF
Solyc02g062330.3.1,GO:0008017,microtubule binding,MF
Solyc02g062510.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g062520.3.1,GO:0009982,pseudouridine synthase activity,MF
Solyc02g062810.4.1,GO:0008312,7S RNA binding,MF
Solyc02g062830.2.1,GO:0008312,7S RNA binding,MF
Solyc02g062840.1.1,GO:0008312,7S RNA binding,MF
Solyc02g063240.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g063260.4.1,GO:0016020,membrane,CC
Solyc02g063270.4.1,GO:0016020,membrane,CC
Solyc02g063523.1.1,GO:0055114,oxidoreductase process,MF
Solyc02g063527.2.1,GO:0055114,oxidoreductase process,MF
Solyc02g063547.1.1,GO:0055114,oxidoreductase process,MF
Solyc02g064630.4.1,GO:0006334,nucleosome assembly,BP
Solyc02g064850.2.1,GO:0055114,oxidoreductase process,MF
Solyc02g064970.5.1,GO:0055114,oxidoreductase process,MF
Solyc02g065190.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g065210.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g065230.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g065300.1.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc02g065400.3.1,GO:0042549,photosystem II stabilization,BP
Solyc02g065750.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g067620.3.1,GO:0055085,transmembrane transport,BP
Solyc02g067930.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g068080.3.1,GO:0055085,transmembrane transport,BP
Solyc02g068110.4.1,GO:0006406,mRNA export from nucleus,BP
Solyc02g068340.3.1,GO:0008017,microtubule binding,MF
Solyc02g069140.3.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc02g069190.5.1,GO:0055085,transmembrane transport,BP
Solyc02g069200.3.1,GO:0055085,transmembrane transport,BP
Solyc02g069210.3.1,GO:0055085,transmembrane transport,BP
Solyc02g069600.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g070050.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g070310.3.1,GO:0006412,translation,BP
Solyc02g070580.1.1,GO:0055114,oxidoreductase process,MF
Solyc02g071070.3.1,GO:0055085,transmembrane transport,BP
Solyc02g150130.2.1,GO:0006412,translation,BP
Solyc02g071890.3.1,GO:0051287,NAD binding,MF
Solyc02g072000.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc02g072060.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc02g077300.2.1,GO:0055114,oxidoreductase process,MF
Solyc02g077560.3.1,GO:0009725,response to hormone,BP
Solyc02g077990.3.1,GO:0006412,translation,BP
Solyc02g078230.2.1,GO:0016020,membrane,CC
Solyc02g078340.4.1,GO:0043565,sequence-specific DNA binding,MF
Solyc02g079180.1.1,GO:0043565,sequence-specific DNA binding,MF
Solyc02g079500.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g079510.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g079950.3.1,GO:0015979,photosynthesis,BP
Solyc02g080320.4.1,GO:0009982,pseudouridine synthase activity,MF
Solyc02g080330.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g080480.3.1,GO:0016020,membrane,CC
Solyc02g080490.3.1,GO:0016020,membrane,CC
Solyc02g080530.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g081600.4.1,GO:0055085,transmembrane transport,BP
Solyc02g081730.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g082070.5.1,GO:0055114,oxidoreductase process,MF
Solyc02g082090.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g082260.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g083480.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g083490.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g083620.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g083630.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g084240.3.1,GO:0006334,nucleosome assembly,BP
Solyc02g084380.3.1,GO:0019843,rRNA binding,MF
Solyc02g084390.3.1,GO:0008017,microtubule binding,MF
Solyc02g075610.4.1,GO:0048280,vesicle fusion with Golgi apparatus,BP
Solyc02g084570.5.1,GO:0055114,oxidoreductase process,MF
Solyc02g084740.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g084780.5.1,GO:0055114,oxidoreductase process,MF
Solyc02g084790.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g084800.5.1,GO:0055114,oxidoreductase process,MF
Solyc02g084930.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g085050.3.1,GO:0006796,phosphate-containing compound metabolic process,BP
Solyc02g085280.1.1,GO:0019843,rRNA binding,MF
Solyc02g085880.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g094860.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g085930.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g086180.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g086190.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g086770.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g086990.4.1,GO:0055085,transmembrane transport,BP
Solyc02g087190.1.1,GO:0055114,oxidoreductase process,MF
Solyc02g087930.3.1,GO:0006412,translation,BP
Solyc02g087980.3.1,GO:0051276,chromosome organization,BP
Solyc02g088550.4.1,GO:0034450,ubiquitin-ubiquitin ligase activity,MF
Solyc02g088560.4.1,GO:0055085,transmembrane transport,BP
Solyc02g089160.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g089790.4.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc02g090160.3.1,GO:0031683,G-protein beta/gamma-subunit complex binding,MF
Solyc02g090290.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g090300.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g090350.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g090450.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g090470.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g090740.3.1,GO:0016020,membrane,CC
Solyc02g090820.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc02g090860.3.1,GO:0043039,tRNA aminoacylation,BP
Solyc02g091050.3.1,GO:0016020,membrane,CC
Solyc02g091070.3.1,GO:0016020,membrane,CC
Solyc02g091080.2.1,GO:0016020,membrane,CC
Solyc02g091120.4.1,GO:0006310,DNA recombination,BP
Solyc02g091780.1.1,GO:0008017,microtubule binding,MF
Solyc02g092250.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g092460.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc02g092580.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g092860.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g093060.3.1,GO:0055114,oxidoreductase process,MF
Solyc02g093540.4.1,GO:0055114,oxidoreductase process,MF
Solyc02g094110.1.1,GO:0055114,oxidoreductase process,MF
Solyc02g094180.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g005160.5.1,GO:0048038,quinone binding,MF
Solyc03g005180.1.1,GO:0006412,translation,BP
Solyc03g005390.3.1,GO:0055085,transmembrane transport,BP
Solyc03g005740.3.1,GO:0016021,integral component of membrane,CC
Solyc03g005870.5.1,GO:0006413,translational initiation,BP
Solyc03g006000.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc03g006700.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g006810.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g007010.4.1,GO:0005634,nucleus,CC
Solyc03g007260.3.1,GO:0055085,transmembrane transport,BP
Solyc03g007810.3.1,GO:0030955,potassium ion binding,MF
Solyc03g007960.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g025190.4.1,GO:0016020,membrane,CC
Solyc03g025200.3.1,GO:0016020,membrane,CC
Solyc03g025210.3.1,GO:0016020,membrane,CC
Solyc03g025220.3.1,GO:0016020,membrane,CC
Solyc03g025230.3.1,GO:0016020,membrane,CC
Solyc03g025240.3.1,GO:0016020,membrane,CC
Solyc03g025250.4.1,GO:0016020,membrane,CC
Solyc03g025380.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g025640.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g026020.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc03g026130.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g026140.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g026230.1.1,GO:0016020,membrane,CC
Solyc03g026373.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g026375.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g150105.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g031970.4.1,GO:0009725,response to hormone,BP
Solyc03g032010.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g032020.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g032240.4.1,GO:0055085,transmembrane transport,BP
Solyc03g033690.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g033700.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g033710.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g034400.3.1,GO:0016020,membrane,CC
Solyc03g044100.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g044270.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g044742.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g046340.3.1,GO:0016021,integral component of membrane,CC
Solyc03g046492.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g046494.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g046496.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g046498.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g160540.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g046543.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g071490.1.1,GO:0016020,membrane,CC
Solyc03g052990.3.1,GO:0055085,transmembrane transport,BP
Solyc03g053080.3.1,GO:0008017,microtubule binding,MF
Solyc03g058860.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g063320.3.1,GO:0055085,transmembrane transport,BP
Solyc03g063730.4.1,GO:0016020,membrane,CC
Solyc03g065250.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g013470.1.1,GO:0006260,DNA replication,BP
Solyc03g078290.3.1,GO:0005840,ribosome,CC
Solyc03g080150.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g083530.3.1,GO:0006412,translation,BP
Solyc03g093250.2.1,GO:0051276,chromosome organization,BP
Solyc03g093720.3.1,GO:0034968,histone lysine methylation,BP
Solyc03g093970.3.1,GO:0008312,7S RNA binding,MF
Solyc03g095180.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g095310.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g096000.3.1,GO:0030130,clathrin coat of trans-Golgi network vesicle,CC
Solyc03g096070.3.1,GO:0035556,intracellular signal transduction,BP
Solyc03g096360.5.1,GO:0006412,translation,BP
Solyc03g096980.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g096990.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g097120.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc03g097170.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g097290.4.1,GO:0006419,alanyl-tRNA aminoacylation,BP
Solyc03g097550.3.1,GO:0009982,pseudouridine synthase activity,MF
Solyc03g097940.3.1,GO:0055085,transmembrane transport,BP
Solyc03g097980.4.1,GO:0031683,G-protein beta/gamma-subunit complex binding,MF
Solyc03g098210.4.1,GO:0055085,transmembrane transport,BP
Solyc03g019940.4.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc03g019780.4.1,GO:0006412,translation,BP
Solyc03g111280.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g111290.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g111300.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g111570.4.1,GO:0016020,membrane,CC
Solyc03g111710.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc03g111880.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g111885.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g150150.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g111920.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g111930.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g111940.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g111950.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g111953.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g111970.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g150151.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g111990.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g111993.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g111997.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g112010.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g112013.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g112017.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g112030.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g112040.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g112250.1.1,GO:0016020,membrane,CC
Solyc03g112260.2.1,GO:0016020,membrane,CC
Solyc03g112850.3.1,GO:0006412,translation,BP
Solyc03g114110.4.1,GO:0055085,transmembrane transport,BP
Solyc03g114380.4.1,GO:0008017,microtubule binding,MF
Solyc03g114930.3.1,GO:0015979,photosynthesis,BP
Solyc03g114940.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g115220.5.1,GO:0055114,oxidoreductase process,MF
Solyc03g115560.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g116850.3.1,GO:0055085,transmembrane transport,BP
Solyc03g117320.4.1,GO:0006412,translation,BP
Solyc03g117330.4.1,GO:0005737,cytoplasm,CC
Solyc03g117480.4.1,GO:1902600,proton transmembrane transport,BP
Solyc03g117800.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g118040.3.1,GO:0051082,unfolded protein binding,MF
Solyc03g118170.3.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc03g118290.3.1,GO:0009725,response to hormone,BP
Solyc03g118420.4.1,GO:0008270,zinc ion binding,MF
Solyc03g150160.1.1,GO:0055114,oxidoreductase process,MF
Solyc03g118960.3.1,GO:0016020,membrane,CC
Solyc03g118970.3.1,GO:0016020,membrane,CC
Solyc03g119130.3.1,GO:0006334,nucleosome assembly,BP
Solyc03g119220.3.1,GO:0008017,microtubule binding,MF
Solyc03g119360.3.1,GO:0006412,translation,BP
Solyc03g120060.2.1,GO:0055114,oxidoreductase process,MF
Solyc03g120200.2.1,GO:0008026,GO:0008026,
Solyc03g120780.3.1,GO:0006412,translation,BP
Solyc03g120800.4.1,GO:0055114,oxidoreductase process,MF
Solyc03g120810.4.1,GO:0008017,microtubule binding,MF
Solyc03g121840.3.1,GO:0006334,nucleosome assembly,BP
Solyc03g122350.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g122360.3.1,GO:0055114,oxidoreductase process,MF
Solyc03g123940.1.1,GO:0006412,translation,BP
Solyc04g005040.1.1,GO:0031012,extracellular matrix,CC
Solyc04g005050.1.1,GO:0031012,extracellular matrix,CC
Solyc04g005360.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g005370.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g005510.3.1,GO:0043022,ribosome binding,MF
Solyc04g007530.3.1,GO:0016020,membrane,CC
Solyc04g007540.3.1,GO:0016020,membrane,CC
Solyc04g007940.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g007925.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g008340.2.1,GO:0055085,transmembrane transport,BP
Solyc04g008610.3.1,GO:0006355,regulation of DNA-templated transcription,BP
Solyc04g008740.3.1,GO:0030955,potassium ion binding,MF
Solyc04g008810.3.1,GO:0006412,translation,BP
Solyc04g009420.3.1,GO:0015979,photosynthesis,BP
Solyc04g009790.4.1,GO:0016020,membrane,CC
Solyc04g009830.3.1,GO:0043486,GO:0043486,BP
Solyc04g009930.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g010100.2.1,GO:0006412,translation,BP
Solyc04g010240.3.1,GO:0006412,translation,BP
Solyc04g010320.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g011680.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g011690.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g011920.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g150109.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g011940.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g015990.2.1,GO:0055085,transmembrane transport,BP
Solyc04g016000.3.1,GO:0043565,sequence-specific DNA binding,MF
Solyc04g016080.2.1,GO:0008017,microtubule binding,MF
Solyc04g016330.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g016390.2.1,GO:0006412,translation,BP
Solyc04g016430.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g018090.2.1,GO:0055085,transmembrane transport,BP
Solyc04g040110.3.1,GO:0008017,microtubule binding,MF
Solyc04g039810.1.1,GO:0016021,integral component of membrane,CC
Solyc04g025410.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g048900.3.1,GO:0051082,unfolded protein binding,MF
Solyc04g150131.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g049807.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g050575.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g050620.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g050625.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g050622.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g051190.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g051244.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g051730.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g051768.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g054220.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g054250.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g054256.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g054258.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g054260.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g056420.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g056530.2.1,GO:0006412,translation,BP
Solyc04g056600.4.1,GO:0055085,transmembrane transport,BP
Solyc04g083140.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g162190.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g160050.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g083150.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g057860.3.1,GO:0006412,translation,BP
Solyc04g063245.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g063290.3.1,GO:0006412,translation,BP
Solyc04g064670.3.1,GO:0015979,photosynthesis,BP
Solyc04g064690.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g071150.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g071780.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g071790.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g071800.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g071805.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g150164.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g071880.3.1,GO:1902600,proton transmembrane transport,BP
Solyc04g071890.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g071900.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g072032.1.1,GO:0016021,integral component of membrane,CC
Solyc04g072110.4.1,GO:0016021,integral component of membrane,CC
Solyc04g072140.4.1,GO:0009982,pseudouridine synthase activity,MF
Solyc04g072180.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g074300.3.1,GO:0006412,translation,BP
Solyc04g074630.4.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc04g074840.3.1,GO:0016020,membrane,CC
Solyc04g074850.3.1,GO:0016020,membrane,CC
Solyc04g074860.4.1,GO:0016020,membrane,CC
Solyc04g074900.3.1,GO:0006412,translation,BP
Solyc04g074910.3.1,GO:0006412,translation,BP
Solyc04g076310.4.1,GO:0008017,microtubule binding,MF
Solyc04g076770.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g076870.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g076950.3.1,GO:0016020,membrane,CC
Solyc04g077130.1.1,GO:0009507,chloroplast,CC
Solyc04g077440.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g077540.4.1,GO:0008017,microtubule binding,MF
Solyc04g078270.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g078290.5.1,GO:0055114,oxidoreductase process,MF
Solyc04g078325.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g078340.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g078360.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g078370.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g078610.4.1,GO:0008017,microtubule binding,MF
Solyc04g078900.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g079380.1.1,GO:0006412,translation,BP
Solyc04g083160.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g079640.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g079660.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g079680.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g079730.1.1,GO:0055114,oxidoreductase process,MF
Solyc04g079870.2.1,GO:0006418,tRNA aminoacylation for protein translation,BP
Solyc04g079900.3.1,GO:0016020,membrane,CC
Solyc04g080100.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g080330.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g080650.4.1,GO:0055114,oxidoreductase process,MF
Solyc04g080760.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g080820.2.1,GO:0055114,oxidoreductase process,MF
Solyc04g081060.3.1,GO:0008017,microtubule binding,MF
Solyc04g081240.2.1,GO:0009725,response to hormone,BP
Solyc04g081860.3.1,GO:0055114,oxidoreductase process,MF
Solyc04g081920.4.1,GO:0009982,pseudouridine synthase activity,MF
Solyc04g082070.4.1,GO:0009982,pseudouridine synthase activity,MF
Solyc04g082670.4.1,GO:0016021,integral component of membrane,CC
Solyc04g082750.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g005880.2.1,GO:0005840,ribosome,CC
Solyc05g006890.1.1,GO:0043022,ribosome binding,MF
Solyc05g007460.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g007560.3.1,GO:0006412,translation,BP
Solyc05g007780.3.1,GO:0015979,photosynthesis,BP
Solyc05g007910.3.1,GO:0006412,translation,BP
Solyc05g008500.3.1,GO:0016020,membrane,CC
Solyc05g008510.3.1,GO:0016020,membrane,CC
Solyc05g010330.4.1,GO:0055114,oxidoreductase process,MF
Solyc05g011940.4.1,GO:0055114,oxidoreductase process,MF
Solyc05g011970.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g012220.3.1,GO:0055085,transmembrane transport,BP
Solyc05g013440.3.1,GO:0048038,quinone binding,MF
Solyc05g013460.4.1,GO:0016020,membrane,CC
Solyc05g013470.4.1,GO:0016020,membrane,CC
Solyc05g013900.2.1,GO:0055085,transmembrane transport,BP
Solyc05g015350.4.1,GO:0055114,oxidoreductase process,MF
Solyc05g015950.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g016330.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g020010.1.1,GO:0016021,integral component of membrane,CC
Solyc05g021390.5.1,GO:0055114,oxidoreductase process,MF
Solyc05g025650.3.1,GO:0006383,transcription by RNA polymerase III,BP
Solyc05g026380.3.1,GO:0055085,transmembrane transport,BP
Solyc05g032740.1.1,GO:0016020,membrane,CC
Solyc05g041230.1.1,GO:0016168,chlorophyll binding,MF
Solyc05g046000.4.1,GO:0055114,oxidoreductase process,MF
Solyc05g046010.4.1,GO:0055114,oxidoreductase process,MF
Solyc05g046020.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g046030.5.1,GO:0055114,oxidoreductase process,MF
Solyc05g047460.3.1,GO:0009725,response to hormone,BP
Solyc05g047530.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g047680.4.1,GO:0055114,oxidoreductase process,MF
Solyc05g050350.2.1,GO:0055085,transmembrane transport,BP
Solyc05g050360.3.1,GO:0055085,transmembrane transport,BP
Solyc05g050380.4.1,GO:0055085,transmembrane transport,BP
Solyc05g050870.5.1,GO:0055114,oxidoreductase process,MF
Solyc05g050880.2.1,GO:0055114,oxidoreductase process,MF
Solyc05g050890.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g050910.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g050920.3.1,GO:0055114,oxidoreductase process,MF
Solyc05g051000.3.1,GO:0006412,translation,BP
Solyc05g051220.3.1,GO:0055085,transmembrane transport,BP
Solyc05g051590.3.1,GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,BP
Solyc05g051620.3.1,GO:0006383,transcription by RNA polymerase III,BP
